ant-1.3,671.86150109034,671.0110785603622,674.2231677877023
ant-1.4,645.3529715607616,648.6403203741934,651.1754198304305,649.8694719480827,651.168007410654
ant-1.5,635.6030619091239,636.2906261981584
ant-1.6,620.1656486392033
ant-1.7,587.7351009474702
camel-1.0,631.2338114971832,631.2243406498295
camel-1.2,691.3935145143063
camel-1.4,514.5456769049713
camel-1.6,689.0512002277809
ivy-1.1,653.3560864012088,652.9626662997633
ivy-1.4,632.4262624590966,627.6549780158665,641.9004121230905,634.7350980645211,640.7401228483168,631.1822275031714,632.6650936602954,636.1431816868077,640.2485085001466,636.1412817199289,635.052305656015,643.0814831806046,637.8587834516189,641.1529497727666,636.4755083803524,608.6208698822976,633.2027261611634,635.7152324908144,636.594476385155,625.4393315475702,627.3381141564472,637.436690453301,637.0956963149719,624.3523589535761,643.422740210408,623.607658429338,629.3897733125604,628.8479030721318,620.233395849346,642.9638294499824,638.3009943114621,623.5921577382844,636.1615549966077,641.629112458038,624.8423570535039,637.6716243512187,634.3862284974231,643.0853930720752,637.3078397370114,637.9620613169643,631.2079385238416,639.9762672657457,628.2628158978802,633.3223942082919,623.4128801689708,618.6949278181063,633.4066158970693,637.1865220921514,628.9973562542863,632.4576605607755,641.3372598462547,623.1812646432768,631.2871257030239,632.1833576725023,621.0206858041913,637.0985661812686,628.5615511363314,640.468814454832,637.2325005148548,634.1966206388242,626.7872567780852,626.6018144089462,632.327092595887,615.8973690228428,638.8578756310429,639.6138987460296,642.307937915737,646.3757486740848,634.384187058683,637.6739129688682,620.1537184849338,627.2280148166285,637.6508908547393,630.5678635856344,629.4954471596812,634.9106185048091,636.126042557223,624.7527383770583,621.4033371411923,619.819799624806,639.8129582398982,632.174916093236,633.7475383424216,628.3461940755952,637.2218283199961,630.1922065733708,628.427415111318,627.3643965939402,640.9875303937539,629.5329971212618,626.613638610524,639.0262971659861,633.7547086242288,631.3565872954781,631.0375698027302,625.7806502806524,631.5651971324319,636.6849308330628,636.7262648822496,620.806886990484
ivy-2.0,626.1353504848288,622.8618787095102,626.7669203965613,626.9583047094527,623.7085384726752,627.696569110682,626.6249659122199,624.1501599679834,628.3112219163139,638.3327169187734,626.9583047094527,626.0116182138213,628.8624269614921
jedit-3.2,645.5095900477794
jedit-4.0,628.5385475552571
jedit-4.1,620.3263097552755
jedit-4.2,562.9828217323344,570.527849697527,563.0644770672533
jedit-4.3,654.8724822443866,654.7710884955915,655.0875405781634,654.7040242650266,656.2228808266462,656.668688620133,649.4567673682326,655.5824303025798,656.0735412209757,655.6628882427482,656.1005573493734,656.28078122872,657.2649775537727
log4j-1.0,571.9558696522254
log4j-1.1,623.2936499170032
log4j-1.2,626.3154846805801
lucene-2.0,586.7079908316333
lucene-2.2,560.3838519110582
lucene-2.4,647.4353419153953
poi-1.5,601.9435076322126,608.5678800769953,609.3827319943236,609.3903933675131,602.5247960263789,609.0165889973866
poi-2.0,640.613029303718,640.5262331105175,641.7582590254425,639.3549574700319,640.3983684058387,637.4418896081893,640.7699274111457,640.6960790739188,640.666377147161,636.2564541181541
poi-2.5,589.0324330093447
poi-3.0,662.1494450311935
synapse-1.0,617.172611427278,616.746404924046,615.7663607870562,615.6486052809511,617.037139825194,618.666167088864,620.8567751687652,619.4317269721304
synapse-1.1,608.0823499831924
synapse-1.2,639.7470253496787,634.8896256394535,644.0458028201768,640.7965367814913
velocity-1.4,637.8661469185491,628.1899851531458,639.4190506691268
velocity-1.5,602.9064601804679
velocity-1.6,594.8636211035367
xalan-2.4,644.1805901340413
xalan-2.5,664.0223805522095
xalan-2.6,596.9939303095517
xalan-2.7,712.4965927679549
xerces-init,594.3848919219992
xerces-1.2,612.3321770284747
xerces-1.3,662.2632944810207
xerces-1.4,596.3620444377515
