,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,7.45429024349211,0.0,0.0,9.744367741649686,0.0,0.0,-8.991519761309469,-6.290818208932409,-7.000887036571806,-6.037904408550963,0.0,0.0,-11.109774019231924,-18.52915631024684,0.0,0.0,0.0,0.0,0.0,-11.914671040170397,0.0
1,6.7734567866495965,6.085977507588558,0.0,0.0,0.0,0.0,0.0,0.0,-7.005301616180902,0.0,0.0,0.0,-7.314562113301984,-18.082318724960427,0.0,0.0,0.0,0.0,0.0,-9.346412800424847,0.0
2,7.839998686816763,0.0,-9.025475619710436,10.083770516977253,0.0,0.0,-7.968578899493652,-5.899932579372871,-7.0040737938846975,-13.30232089568267,0.0,0.0,-8.823761938121201,-18.547003285089822,0.0,0.0,6.190215091289387,0.0,0.0,-18.779354682246193,0.0
3,7.43570382585327,7.709109867243313,0.0,0.0,0.0,0.0,0.0,0.0,-7.012674788303519,-9.62779429404544,0.0,0.0,-7.3156460487534645,-18.01250890365529,0.0,0.0,0.0,0.0,0.0,-9.124279104309403,0.0
4,6.721700717718766,0.0,-8.845422398436156,9.853141762362364,0.0,0.0,-8.051149965254616,-6.383265292526726,-7.00448752267571,-11.29514936518736,0.0,0.0,-10.560101381603065,-18.012808663175836,0.0,0.0,0.0,0.0,0.0,-7.366896692184831,0.0
5,7.457530009468583,0.0,-9.054904062958817,9.853107083077905,0.0,0.0,-7.900937136766809,-5.904552138995264,-7.014388090887283,-13.570249614297644,0.0,0.0,-8.859251715283946,-18.533909989210077,0.0,0.0,6.153244903160119,0.0,0.0,-19.06773725386718,0.0
6,7.842301031038058,0.0,-9.123153855929086,10.091200946352593,0.0,0.0,-7.969029349942474,-5.899859423409547,-6.996548637373639,-13.46424610072549,0.0,0.0,-8.85995525572068,-19.082565515849943,0.0,0.0,6.1905844735678945,0.0,0.0,-19.221445801805178,0.0
7,7.459421435477018,8.477390208406092,-6.923129029390468,0.0,0.0,0.0,0.0,0.0,-6.403323089372078,-9.3058420309682,0.0,0.0,-6.887923400687988,-18.552619951851177,0.0,0.0,0.0,0.0,0.0,-11.624338997553245,0.0
8,7.455500937413754,0.0,-7.939866208883541,9.854993109823498,0.0,0.0,-8.118653282556018,-5.966394172338071,-7.008712404990506,-10.809830813648418,0.0,0.0,-7.7815075549312205,-18.543451746429014,0.0,0.0,0.0,0.0,0.0,-13.242491433969935,0.0
9,6.6951144958628905,8.868848607947005,0.0,0.0,0.0,0.0,0.0,0.0,-6.862233224186578,0.0,0.0,0.0,-8.87310750990016,-18.529475842046804,0.0,0.0,0.0,0.0,0.0,-9.294120267113456,0.0
10,7.209877081502526,8.489324595335516,-6.923129029390468,0.0,0.0,0.0,0.0,0.0,-6.0624821024262285,-9.19603500330311,0.0,0.0,-6.805815891465459,-18.552619951851177,0.0,0.0,0.0,0.0,0.0,-12.893348838064195,0.0
11,7.847827848253755,0.0,-9.031439014918373,9.8350335512734,0.0,0.0,-7.90087120491858,-5.904892699732529,-6.997010328526493,-13.467312134736638,0.0,0.0,-8.860341447303473,-18.543751095513166,0.0,0.0,6.15325573495557,0.0,0.0,-19.084663430052963,0.0
12,6.652626484921113,8.868848607947005,0.0,0.0,0.0,0.0,0.0,0.0,-6.960728699380539,0.0,0.0,0.0,-8.841669717095233,-18.547337765348683,0.0,0.0,0.0,0.0,0.0,-9.346412800424847,0.0
13,7.490524381480346,6.7861447360373,0.0,0.0,0.0,0.0,0.0,0.0,-6.864447034412508,-5.896283128000681,0.0,0.0,-7.343119487715033,-18.51005760219301,0.0,0.0,0.0,0.0,0.0,-8.92053481323114,0.0
14,7.233866789463639,5.50034434996102,0.0,0.0,0.0,0.0,0.0,0.0,-6.715245955899327,-6.226853958917849,0.0,0.0,-7.824749455204447,-18.109611118718743,0.0,0.0,0.0,0.0,0.0,-12.518457253546293,0.0
15,7.456557836854582,0.0,-8.976340879671977,9.593974686908277,0.0,0.0,-7.90138549031641,-5.9915985341578555,-7.5587825624193385,-11.673393823346297,0.0,0.0,-6.793485510586548,-18.06255419297967,0.0,0.0,6.24818311393563,0.0,0.0,-12.910717899025279,0.0
16,6.6951144958628905,8.868848607947005,0.0,0.0,0.0,0.0,0.0,0.0,-6.865440702302612,0.0,0.0,0.0,-8.861567304696887,-18.543616293502495,0.0,0.0,0.0,0.0,0.0,-9.346412800424847,0.0
17,6.761791603397611,5.50034434996102,0.0,0.0,0.0,0.0,0.0,0.0,-6.677808404310454,0.0,0.0,0.0,-7.823096010951943,-17.500474708012156,0.0,0.0,0.0,0.0,0.0,-9.323592149054402,0.0
18,7.457530009468583,0.0,-9.054904062958817,9.853107083077905,0.0,0.0,-7.900937136766809,-5.904552138995264,-7.01444460713657,-13.465372346279338,0.0,0.0,-8.859251715283946,-18.533909989210077,0.0,0.0,6.153244903160119,0.0,0.0,-19.16563144512534,0.0
19,7.8423010310380565,0.0,-9.12125229215751,10.091200946352597,0.0,0.0,-7.9009368640318405,-5.904838176648044,-6.997010328526493,-13.467312134736638,0.0,0.0,-8.859664739268233,-18.196917388153874,0.0,0.0,6.153314726576066,0.0,0.0,-19.084663430052967,0.0
20,7.220846077276212,5.500344349961019,0.0,0.0,0.0,0.0,0.0,0.0,-6.715245955899327,-6.226853958917848,0.0,0.0,-7.824749455204448,-17.449228424653214,0.0,0.0,0.0,0.0,0.0,-9.3235921490544,0.0
21,6.761791603397611,5.50034434996102,0.0,0.0,0.0,0.0,0.0,0.0,-6.676571893603981,-6.0554977274661,0.0,0.0,-7.824749455204447,-17.449228424653214,0.0,0.0,0.0,0.0,0.0,-9.323592149054402,0.0
22,6.720951381854629,6.488795392292896,0.0,9.853141762362362,0.0,0.0,-9.056501926941632,-6.859412628710881,-7.0023687405383415,-13.302320895682673,0.0,0.0,-7.170614959707237,-19.77255181156391,0.0,-6.018259540802212,0.0,0.0,0.0,-8.83037048464951,0.0
23,7.43570382585327,6.741542594514305,0.0,0.0,0.0,0.0,0.0,0.0,-7.007332698891528,-9.62779429404544,0.0,0.0,-7.3156460487534645,-18.01188510479223,0.0,0.0,0.0,0.0,0.0,-8.553525160400472,0.0
24,7.435703825853271,6.699892804339427,0.0,0.0,0.0,0.0,0.0,0.0,-7.0093631857686,-9.62779429404544,0.0,0.0,-6.822961479965975,-18.01090765821822,0.0,0.0,0.0,0.0,0.0,-8.921395868450006,0.0
25,6.6526264849211145,8.868848607947005,0.0,0.0,0.0,0.0,0.0,0.0,-6.95870651039529,0.0,0.0,0.0,-8.841669717095233,-18.547337765348683,0.0,0.0,0.0,0.0,0.0,-8.994213156608177,0.0
26,7.210014513098661,7.713632144385846,0.0,0.0,0.0,0.0,0.0,0.0,-6.0624821024262285,-9.269062614344826,0.0,0.0,-7.316940018655098,-18.552619951851177,0.0,0.0,0.0,0.0,0.0,-11.942996536345532,0.0
27,7.8429619464848175,0.0,-9.055062213341987,9.869567475144631,0.0,0.0,-7.968578899493651,-5.899932579372871,-7.004051894018955,-13.301733587922499,0.0,0.0,-8.822941727398344,-18.5436352886429,0.0,0.0,6.190215091289387,0.0,0.0,-18.671643241185407,0.0
28,7.220846077276212,5.479150311161386,0.0,0.0,0.0,0.0,0.0,0.0,-6.86506940802005,-6.226853958917848,0.0,0.0,-7.292234594431932,-17.449290988604982,0.0,0.0,0.0,0.0,0.0,-9.161050767856905,0.0
29,7.43570382585327,6.741542594514305,0.0,0.0,0.0,0.0,0.0,0.0,-6.870907988417986,-10.951813268089449,0.0,0.0,-7.290504734989027,-18.009002219288707,0.0,0.0,0.0,0.0,0.0,-9.124348035683955,0.0
30,7.454382591490541,0.0,-9.049088852440333,9.853107053655812,0.0,0.0,-7.901385490316411,-5.97364891540106,-7.004463484293781,-11.673393823346299,0.0,0.0,-8.934557552379093,-18.061593135680617,0.0,0.0,6.082131474606674,0.0,0.0,-19.165578443279827,0.0
31,6.721700717718766,0.0,-8.845422398436156,9.853141762362364,0.0,0.0,-8.218783684870804,-6.383265292526726,-7.00448752267571,-5.997712426562522,0.0,0.0,-10.538178383098746,-18.078168910835267,0.0,0.0,0.0,0.0,0.0,-11.479670789911726,0.0
32,6.7771667149364205,9.674797491755378,0.0,0.0,0.0,0.0,0.0,0.0,-7.023703256288972,-6.44391074169342,0.0,0.0,-7.828915116244286,-17.94999948775127,0.0,0.0,0.0,0.0,0.0,-8.980452280419021,0.0
