,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62
0,0.0,0.0,0.0,-9.648572581787617e-09,0.0,0.0,-5.087149496188524,0.0,-0.0011034958027099327,0.0,-12.088251130834319,0.005880973350558039,0.0,0.0,0.0,0.0,0.0006975877716182791,0.0,-8.988549585280032e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.743912472714653,-1.4621723969414618e-05,0.0,0.0,0.0,0.0,0.0,-5.294541376198083e-06,0.0,-2.4255508773896162e-06,0.005532743485493707,0.0,0.0,-5.365417362640859e-05,0.0,0.0,16.788088278713236,0.0,0.0,0.0,0.0,-14.583842584849707,0.0,0.0,-0.09339920059865568,0.0,0.0,0.0,0.0,0.0,0.49204006890228025,0.8150855341539522
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029808680372048245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8877426166633431,0.0,0.0,0.0,0.0,0.0023224440610409526,0.09376462620317061,0.0,0.0,0.0,0.0,0.0,-1.9151692321179613e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3025503170862225,0.0,0.0,0.0,0.0,0.0,0.009234005864035385,0.0,0.0,-0.02493563179845102,0.49172928523742454,0.816662482669146
2,0.0,0.0,0.0,-9.517836043609895e-09,0.0,0.0,0.0,0.0,0.0,0.0,-12.088251130834319,0.41114750483859497,-0.00232934635229906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9291173981420233,0.0,0.0,0.0,0.0,2.743912472714653,0.08800984813987628,0.0,0.0,0.0,0.0,0.0,-5.294541376198083e-06,0.0,0.0,0.0,0.0,0.0,0.03361894152063721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.783170321571811,0.0,0.0,0.0,0.0,0.0,-0.00023035509306017568,0.0,0.0,0.4786468629780113,0.8034048477371212
3,-16.651220059541664,0.0,0.0,0.0,0.004639910481122306,0.0,0.0,-0.20979900061754614,0.0,0.0,-12.088541409323913,0.41092491649901197,0.0,0.00017294044087441175,0.0,0.0,0.0,0.0,1.4085540236126854e-08,0.0,0.0,0.0,1.0129102322884054,0.0,0.0,0.0,0.0,1.9999110573680743,0.0,0.0002703382319936831,0.0,2.743912472714653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3910099270244825,0.0,0.0,-0.0199757042467899,0.0,0.0,0.0,0.0,0.0,0.0,-9.167327314924005e-10,-14.781223684057231,0.0,0.0,0.0,0.0,0.0,0.0,-0.20041824121522017,0.0,0.4790851803294046,0.8359543265328487
4,0.0,0.0,0.0,0.0,0.0,0.0,2.8436394483577487e-06,0.0004361553521323768,0.0,0.0,0.0,0.0,0.012059079430642668,2.704831097098957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9607668559088673,0.0,0.0,0.0,0.0,0.0,0.0888680497452517,0.0,0.0,0.0,0.0,0.0,7.290133928024727e-08,0.0,0.0,0.0,0.0,0.0,-0.03626308447829846,0.007112569943789195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7507569046631666,0.0,0.0,-3.0145157203786965e-14,0.0,-1.5135942098272343e-06,0.0,0.9583668716134867,0.0,0.8091196443106848
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020839183397180022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9221803159977027,0.0,0.0,0.0,0.0,0.0022553420584978854,0.08510399510589955,0.0,0.0,0.0,0.0,0.0,2.0303531045911476e-10,0.0,0.0,-0.3690951020382238,0.0,0.0,0.0,0.004064503485989052,0.0,0.0,0.0,0.0,0.0,0.0,-4.881585328614985,0.0,0.0,0.0,2.324225175302842e-13,0.0002724140625422174,0.0,0.0,0.07892492752197722,0.0,0.8091195491654631
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004913830304158918,-0.35494895580298724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9297688148004073,0.0,0.0,0.0,0.0,0.0,0.09182469940171689,0.0,0.0,0.0,0.0,0.00936245309723538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006131077231340369,0.0,0.0,0.0,0.0,0.0,3.731508713884267e-05,0.0,0.0,0.0,0.0,-0.0021319749691296463,0.0,0.0,0.0,0.9596429227481471,0.0,0.809119549165463
7,-0.3468555195469776,0.0,0.0,0.0,0.0,0.0,0.0,-0.00685541723302965,0.0,0.0,1.8367007098640684,0.0,0.471011875432623,0.0,0.0,0.0,-0.008691167227784069,0.0,0.0,0.0,0.0,0.0,4.312619774183881,0.0,-0.23274500141777926,1.3907236615214913,-0.8899929557293504,0.0,0.0,-0.8222605970721127,0.0,0.0,0.0821330386145046,0.0,0.0,0.0,0.0,-0.059299152319038484,-1.957737475461265e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007673206557588478,0.0,0.0,0.0,-9.64483527642167e-07,0.0,-0.3938177272647173,0.0,0.0,2.3646890390839325e-15,0.0,0.0,0.0,0.0,0.48145877707428236,1.473408525416775
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007146267993357824,0.005851239931738323,-7.568652113450376e-06,-12.094492275551136,0.4073662653306302,0.0,-0.002508755257153764,0.0,0.0,0.0,0.0,-0.0005227958254229448,0.0,0.0,0.0,3.72057602306586e-05,0.0,0.0,0.0,0.0,0.0,0.0,-0.00012986186170762805,0.0,2.7439098920321885,0.00011266931114626322,0.0,0.0,0.0,0.0,0.0,0.8314258939006288,0.0,0.0,0.0,0.0,0.0,-0.019793708920922495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.78317032157181,0.0,0.0,0.0,0.035103362432549017,0.0,4.0943234862081766e-05,2.461424452457246,0.0,0.48406416113295647,0.764987549422371
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013096439540127106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.4537257384047617,0.0,0.0,0.0,0.0,0.0,-2.5444054919174164e-08,0.0,0.0,0.903827226431253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9619658456431246,0.0,0.0
